Pathway	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
Ribosome [BR:ko03011]	K02984K02987K02991K02995K02962K02974K02978K02979K02930K02936K02875K02889K02896K02908K02915K02922K02921K02924K02927K02929K02967K02988K02990K02992K02996K02946K02948K02950K02954K02956K02959K02961K02963K02970K02863K02886K02906K02926K02931K02933K02939K02864K02867K02935K02871K02874K02876K02878K02879K02881K02884K02887K02888K02890K02892K02895K02899K02902K02907K02911K02913K02914K02916K02919K02945K02982K02986K02994K02952K02965K02968K02897K02904K02909K07590	5198.2569571177	6478.5618092401	5510.0628497877	7207.6395716462	7855.3611697401	6785.2283540816	5596.6501950486	11913.6888650426	7429.3300280545	4227.4444855071	8860.610383391	8954.5292079888	14488.4846151964	12325.1430917198	7148.5393910538	6003.8735691666	6146.6927494324	6800.0164375575005	7103.3104740807	6939.004477821	12031.188150329	8896.4254014484	5307.7530813756	5607.1790267624	10526.2803311992	8268.8954465478	6674.5918205699	8386.1334491147	7812.009369788	5335.8455160759995	6598.5936154796	4488.7504186877	6539.3041137719	7105.6142716318	7760.3741990471	5584.6288540567	7663.0019379685	8997.8434719448	7361.8646912172	8882.4158996877
Ribosome [PATH:ko03010]	K02945K02967K02982K02986K02988K02990K02992K02994K02996K02946K02948K02950K02952K02954K02956K02959K02961K02963K02965K02968K02970K02984K02987K02991K02995K02962K02974K02978K02979K02863K02886K02906K02926K02931K02933K02935K02939K02864K02867K02871K02874K02876K02878K02879K02881K02884K02887K02888K02890K02892K02895K02897K02899K02902K02904K02907K02909K02911K02913K02914K02916K02919K07590K02930K02936K02875K02889K02896K02908K02915K02922K02921K02924K02927K02929	5198.2569571177	6478.5618092401	5510.0628497877005	7207.6395716462	7855.3611697401	6785.2283540816	5596.6501950486	11913.688865042599	7429.3300280545	4227.4444855071	8860.610383391	8954.5292079888	14488.4846151964	12325.1430917198	7148.5393910538	6003.8735691666	6146.6927494324	6800.0164375575	7103.3104740807	6939.004477821	12031.188150329	8896.4254014484	5307.7530813756	5607.1790267624	10526.2803311992	8268.8954465478	6674.5918205699	8386.1334491147	7812.009369788	5335.845516076	6598.5936154796	4488.7504186877	6539.3041137719	7105.6142716318	7760.3741990471	5584.6288540567	7663.0019379685	8997.8434719448	7361.8646912172	8882.4158996877
Ribosome biogenesis [BR:ko03009]	K11130K03685K09140K13288K03538K03537K03264K03595K03979K02936K06204K02600K03625K02601K06183K02528K03500K00564K08316K09761K11392K03501K03438K07056K15984K18846K06442K00563K03218K02427K06970K11391K00783K06969K07115K12297K06968K06941K15632K03215K03212K06177K06178K06179K06180K06181K06182K00561K03214K03789K03790K05844K03817K02860K14441K09136K02687K07320K18850K08300K08301K11145K05592K05591K05590K18692K06949K03977K14540K03665K06948K07566K01139K02834K09748K14761K09710K07042K07574K14762K09889K03812K05808K05809K02972K06942	1484.3580006516	1552.8968272226	1871.5124126558	2282.3181306364	3165.9423517145	2267.9415781233	1978.5124651683	3657.9631158286	2162.1346401752	1695.3538469861	2331.8162803473	2236.262391642	8472.0509747574	4588.0409012505	2421.266842046	2050.4270508895	1776.0479527977	2043.1778274872	2324.0815611632	1758.0893673819	4105.1728080251	3519.8195023514	1710.5117182440001	1552.922713781	3042.8651330922	1970.0837558564	2180.7619174507	2703.7461142985	2222.1159611916	1794.3524134165	2212.3589313055	1232.5354648524	2014.2574251614	2263.4893056582	2416.8123243034	2005.9958027783	3127.7527932756	2462.424786717	1742.634583906	2950.9744602881
Ribosome biogenesis in eukaryotes [PATH:ko03008]	K11130K03685K03538K03537K13288K03264	43.0073150037	61.1183722997	79.1842236745	110.1674847768	135.2834603995	80.2479213194	60.2932038597	210.266306292	116.33276884400001	33.9425619763	77.75693330019999	125.33315628579999	308.2397165323	363.39216962499995	120.6738960125	110.4882242319	65.9446775031	52.718881325699996	84.005672742	28.883930851400002	294.22631769689997	71.9446991397	47.2952337194	49.5748571524	116.195716403	42.8742453394	48.746210204899995	128.1076192224	82.4327025113	38.305512377	116.0934646681	36.8290180962	73.2527938426	84.7464193198	183.2321571869	50.25275764850001	155.0331613957	68.9354807691	59.3041262523	188.2211955823
Salivary secretion [PATH:ko04970]	K01176	21.2464001537	18.8375629689	26.7245392941	25.0235547271	37.3637625043	14.8333939805	60.6832709519	8.1802125945	18.1506181017	30.104043754000003	29.0562135868	6.9326223037	175.708980586	0.1500885746	36.5481215328	31.7627165181	18.2629602296	64.0289231523	33.5234329113	5.621670512	64.33628775950001	145.2803041074	16.2133143832	20.4537893429	18.1496455703	27.5491595439	36.8456276018	23.8691769408	15.5210465282	18.9111403502	11.4299723046	19.9825110693	16.1866357692	36.2131388283	7.2660821076	23.5668574781	19.7703027698	44.3702147463	7.6288229315	1.3725333663
Salmonella infection [PATH:ko05132]	K02406K04079K18015K00134K08738K03671K03221	61.0848554727	100.92844092710001	96.01630527969999	121.8996811569	182.4965405472	171.52342206039998	65.7126301668	226.92608420070002	138.0839840926	69.17838542620001	182.09739349670002	155.4782528156	451.97977558599996	136.4166965223	112.898603915	67.9665157071	132.8938889023	62.4522428163	134.25177179730002	104.1152801039	124.75223039719998	78.6982153676	69.2461535152	89.9715767821	106.28194822450001	137.1807948732	159.6228466699	192.4003291142	134.15774027280003	84.5981259344	142.26963242210002	72.975945287	166.45375248160002	111.8009702187	100.9060108878	91.1118321882	183.3810398394	169.5955881312	142.16049545639999	99.3281729525
Secondary bile acid biosynthesis [PATH:ko00121]	K01442K00076K22604K22605K22606K22607K15868K15871K15870K15872K15873K07007	11.194357481700001	17.9045142855	20.3949492491	16.3994526846	42.7602378434	23.138886829999997	20.7758368091	25.1678224316	35.3542927795	15.1838603147	20.4296292578	37.2895990555	102.1622693778	58.2985730658	29.2212491372	16.6541211666	22.4962714199	17.6554032867	12.6439019183	21.7351421476	56.9779374214	14.3671216131	18.7721902301	12.9894806061	45.3401677335	16.508467525	20.1545479801	26.4354805864	58.7312019669	11.2739217567	17.9820232966	14.0525372484	16.1747675345	11.911998797299999	56.3912096249	15.6745755267	39.6900151913	16.9571848089	23.4899982165	13.1465029443
Secondary metabolism	K03932K04753K06219K11049K14588K19784	9.4320347627	5.924412418799999	10.5000108273	28.0545487224	71.9806283103	37.1968902533	0.3876047273999999	19.3561234889	3.089833781	19.770221093	13.886242847	7.4485353101000005	299.5094918513	0.1030743756	3.7650414917	6.3180812186	7.752786315	3.5071327794	10.1182032123	8.89673619	5.9761994314	68.9217910446	5.0459960054	7.8504382048	12.295589352	6.5385005407	25.3301017303	25.322461318000002	34.5912091184	23.4832345351	10.1600351271	10.5195894593	5.9806782841	2.8923877783000003	6.5478978345000005	11.430020251800002	38.0872450407	31.1396003325	8.190187441199999	14.3170525045
Secretion system [BR:ko02044]	K12340K12537K12538K12541K12542K12543K13408K13409K16299K02450K02451K02452K02453K02454K02455K02456K02457K02458K02459K02460K02461K02462K02463K02464K02465K02654K02650K02652K02653K02655K02658K02659K02660K02662K02663K02664K02665K02666K02669K02671K02672K08084K02278K02279K02282K02283K12510K12511K12514K02651K02679K02680K02681K02682K02504K02505K12288K12289K12290K12291K02507K02221K07991K02237K01493K02238K02240K02241K02242K02243K02244K02245K02246K02248K02236K03221K03224K22509K22510K02400K02401K04061K02409K02411K02412K02417K02418K02419K02420K02421K03194K03197K03199K03200K03201K03203K03204K03195K03196K03205K12055K12056K12057K12058K12059K12060K12062K12064K12065K12067K12068K12071K03981K12203K12204K12206K12213K12214K12217K12218K20266K07344K12678K07279K01347K12684K12685K12687K11891K11892K11893K11895K11896K11897K11900K11901K11903K11904K11905K11906K11907K11910K11911K07345K07346K07347K07348K07349K07350K12518K12519K21964K21965K21966K21967K21968K04336K04337K04338K06214K03070K03071K03072K12257K03073K03074K03075K13301K03076K03106K03110K03210K03217K12268K12269K12270K07342K03105K03116K03117K03118K03425	709.9831307732001	648.8553192274	839.756107201	1239.5812236708	1725.999846837	1226.1487405618	773.2541129591	1855.0944701761	972.3867873233	794.7842027888	1076.0532752234	1128.4337337605	6727.9934299336	1925.9194520378	1051.921671051	923.4772534902	777.4328966816	905.329908802	1051.8425706809	654.958307239	1942.5192137527001	2011.4523150779	620.9847671383001	776.7778733762	1450.599461556	926.9869836931999	818.2645044636	1425.5466015908	1212.9618844943	692.0169802799	997.7018530853001	554.6165825317	1070.0457748278	1057.3828825874	1049.2783493524	803.0833914618	1822.1411072624	1184.9660685799	794.835882708	1165.4901455339
Selenocompound metabolism [PATH:ko00450]	K01739K01760K14155K00548K00549K01761K11717K00384K07309K07310K12527K12528K12529K00955K00956K00957K00958K01008K01042K01874	212.0351389402	241.5944534824	219.6401753616	390.7653023996	469.2550958859	384.8996995751	262.9397239413	632.0301862432	351.3002518403	226.5932082884	410.3625329604	395.9231034409	1538.4151033179	527.0607234875	407.3856979103	355.55571519060004	270.152137366	263.0987641317	298.3910221985	263.19600115	547.8412330441	418.10114875799997	343.1382946859	244.6686358829	339.9013660082	346.2573831747	299.2555396505	476.5199202217	403.8971559537	203.68864434160002	383.7821479095	137.4544337817	295.101484125	250.41996878150002	389.029689887	282.4380848226	580.8159616172001	361.8456879788	321.1497827175	513.286380613
Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	K06045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0851428862
Shigellosis [PATH:ko05131]	K07345K00844K08738K02406K10580K11253K02927K11006K03221	1.535607744	45.4853313889	1.4035844341000001	7.0013121718	9.3893907739	14.656821168999999	26.5871285193	2.7658115286	5.2366856883	6.7241754035	6.1521313485	8.8049192759	21.2615240881	0.0	0.944884985	0.8242021988	5.5201158803000006	0.7868959072	7.3047330648	5.0391123404	0.23546423	9.8994732444	4.5923025988	12.0414566022	3.2323296068	2.4161857768	9.638864682900001	2.1775434329000003	4.3114219467999995	2.8830425820000003	1.2764943467999998	1.000979216	16.041573465699997	5.7485630737	1.3885837357	3.4068294064	8.8017351254	26.594143844999998	5.6273776814	51.703814417900006
Signaling proteins	K03807K03607K06149K14064K14065K14055K14061K11932K06200K06207K07166K07168K06217K07175K07180K07184K07186K13630K06875K09767K19336K21637K21638K21973K21974K21975K21976	113.7646061036	93.5109661144	121.0705848912	218.5019452525	393.3972932209	241.0551511312	66.3380254588	401.2758264355	187.8318766795	68.3702530991	156.0838437044	246.8427801233	1856.821019923	318.44793918470003	130.19886761269998	124.8590146901	132.0439346603	94.1939418813	142.35860759000002	112.5862888244	293.3591918785	345.9769654868	97.3865589957	142.77396416070002	191.6144497367	155.2994126975	130.94599403040002	303.223814192	333.202230411	68.0924780633	149.5803060501	78.4952438601	152.0162206119	139.3262009052	161.3937043411	74.27256934489999	330.1203043437	236.1938912114	183.1233643665	297.3059765001
Small cell lung cancer [PATH:ko05222]	K08738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124010333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingolipid metabolism [PATH:ko00600]	K12349K00720K01201K17108K01190K01202K01130K01186K07406K07407	99.7292541529	129.9373567289	29.6854717784	98.5054150128	140.9703767838	79.5337968974	99.1353491264	132.63035024459998	72.15350590060001	52.936219619300005	140.3541585415	220.6103887025	369.7919291312	147.5769442516	104.7602374994	105.79212968280001	192.0604205823	80.6223602154	81.6685325002	160.1898805167	117.70928097779999	45.8234077941	211.4737947726	72.772462438	171.5822268226	149.0261066822	126.5063820675	152.239282539	85.6432408279	80.4328683721	167.4827700615	75.6561970164	193.3251696854	138.7540195105	165.354834101	112.92156471460001	203.5979860119	115.5041241841	182.7961654585	84.1642001166
Sphingolipid signaling pathway [PATH:ko04071]	K12349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0657406586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spinocerebellar ataxia [PATH:ko05017]	K08738K03120K17680	0.0	12.2950692957	0.0	0.0	0.0	0.5021842534000001	0.0	0.1044765517	0.0	0.0	0.0	0.124010333	0.0	0.0	0.0	0.0	0.9398557178	0.0	0.0	0.5912197523	0.0	0.0	0.0	0.0	0.4310206308	0.0	0.0	0.1239176669	0.0	1.114706823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1807966453	6.5385415106	0.0
Staphylococcus aureus infection [PATH:ko05150]	K03367K03739K14188K03740K14205K11041	2.6672956364	0.0	0.792795653	1.9761342166000002	4.2562002242000005	5.8034987718	2.3559489348	6.575692160700001	4.4544266704	8.932585631	8.5225473351	11.9407162885	5.0180638762	51.8241048525	33.3967141185	3.056754011	2.8008667987999996	2.809467301	16.227390968999998	8.9129909606	12.3620603129	10.885744582600001	5.5297579516	2.4781751024000003	113.94294756069999	5.0508912455	2.0956663799	2.5886685128	19.3199755428	31.2051564586	2.4984259806	4.4184037216	1.4321951623	4.320457181599999	31.1928556335	13.211828686499999	10.4328584504	9.2756480578	2.9995338483	20.2240405082
Starch and sucrose metabolism [PATH:ko00500]	K02810K01193K01187K20811K00692K01212K05341K00689K00690K00963K01210K05349K05350K00694K01179K00702K02759K02760K02761K01222K01223K00978K00975K00703K16153K00700K00688K02438K01200K01176K07405K05343K01208K21574K01182K05988K00705K16147K16148K00691K01838K02777K02791K20108K02750K06896K01232K01214K06044K01236K13057K00697K01087K01194K05342K02819K01226K01835K15778K00844K00845K01810K06859K15916K00847	619.1834003688	606.6575072622	667.0247134737	1098.4709302803	1430.0064188929	889.3851642326	716.9498241487	2189.5556530575	861.3450611471	661.7862100004	908.7297759046	1092.2170363628	3558.2630176811	1543.5010715681	1014.3471687153	896.171449112	762.3910003863	768.5864855189	988.5520968792	634.7132431345	1614.4937398537	1214.0447855587	808.3997397805	675.3668058045	866.1778872586	754.4081332769	875.4443817082999	1158.6645596568	1070.3450936441	671.3450261425	1289.5079950293	633.7325588288	897.1824418657	867.6916750448	985.2363110552	699.8508089884	1463.8683885099	999.866771215	766.1598781944	1480.9724643145
Steroid degradation [PATH:ko00984]	K16050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0646487803	0.0	0.0	0.0	0.0	0.0	0.0	0.0340331819	0.0
Steroid hormone biosynthesis [PATH:ko00140]	K12343	3.7095935822	5.1112975805000005	0.7686448403	1.2586684723	1.2303556856	3.1154375251	0.7117956796	1.0021568086	1.3580782308	0.093436702	4.5111057404	5.9260774732	0.6447148506	0.0538860283	0.1532656017	0.0	7.6101489127	0.4597990332	1.3384030907	4.4835858677	0.0	0.0	1.7481323944	2.7668179454	2.226914744	6.6342785725	6.9436522601	1.8339006099	0.2013372386	1.5427149108	0.5166979918	2.6658921169	6.1350664438	1.5019759725	0.499643534	1.4988842422	0.2094536959	1.9334681138	14.4949818369	0.1088405095
Streptomycin biosynthesis [PATH:ko00521]	K00844K00845K01835K15778K01858K01092K00010K00973K01710K01790K00067	164.9285657163	179.52896005990002	151.0638830037	229.22066423939998	429.8944756444	273.00821745310003	169.4332664653	356.8800722269	284.77308883119997	126.05310392999999	313.4484092086	414.0712991845	867.8570396128	203.8593954707	264.3352627924	231.2919821782	265.25515607020003	118.6473628217	249.8131582965	293.0388356519	376.9624586664	208.1580711952	213.5461370889	199.4074207304	312.96402518770003	265.9976522707	272.99616289	421.2898188776	297.8427988247	162.0951515221	402.12300227590003	124.7288285332	330.593051724	242.8986646068	311.1416215986	144.3053674086	325.370218286	303.4968949657	269.552258095	368.7012195471
Structural proteins	K03634K02494K03642K04754K05790K06077K06142K06194K12943K05803K07265K07266K07273K07275K07283K07285K07286K07289K07290K07340K02022K01993K02005K11744K04062K04064K06143K02197K02200K15539K21463K21571K21695K21908K09153	133.08746411660002	152.7915360289	77.9042092148	217.6017766745	621.7018008842	428.56764575939997	61.4811299495	224.743134767	217.7975058088	160.0490646831	308.03106284119997	188.8260531077	2583.0478812284	42.715267497199996	136.5399631194	84.3713119103	292.263600114	79.96501805930001	103.5111734969	255.1652509619	55.5096586611	406.4831563193	162.0896283295	168.4871496002	307.4320995387	241.2462409311	376.4848634553	428.5629246051	340.26405227140003	189.9069023463	23.595703904100002	105.3805041597	289.2614576414	233.4970168579	128.1702020019	186.317779575	383.8316895528	379.5799607015	331.9205756611	76.2132031153
Styrene degradation [PATH:ko00643]	K00146K16171K01721K20807K01426K07104K01502K01039K01040K20626K20627K01026	14.355675594500001	2.9070973087	2.7819380519	5.014128213499999	22.1344144394	13.5293004388	2.1987693599	10.683916593	2.5424340843	20.246897082799997	4.3442625617	7.751792481	68.4902360214	17.2406538312	13.1634453245	3.0332061944	7.6874158455	3.3019370275	4.6630811541	6.5248987911	1.1747601924	15.770442002500001	2.3560945585999997	4.8605936673	6.8396761755	7.6561704605	4.5812818765	6.6994360769000005	14.681064816900001	10.2779402756	7.9790640153	9.792873087999999	6.0558153407	8.5157438731	7.2448783435	20.975523816	17.1703782568	4.7405550845	3.887839241	10.962460807500001
Sulfur metabolism [PATH:ko00920]	K02048K23163K02046K02047K02045K15551K15552K10831K03119K15553K15554K15555K04091K00299K00955K00956K00957K00958K00860K01082K06881K00394K00395K00390K17226K17227K11181K00380K00381K16950K16951K00385K00392K17218K16936K16937K08357K08358K08359K08352K08354K01011K02439K00640K23304K01738K00651K00641K01739K07306K07307K07308K00184K00185K20034K20035	263.5144118994	250.2691024006	267.4827424948	413.9501624702	741.8989572543001	537.2598905266	322.6729201741	537.5781887178	393.28541328259996	286.3646306035	510.6309494402	362.9916689832	2711.5132775015	499.273896948	368.7840830042	313.9981753768	362.5489318297	320.50516416240004	359.0813031251	307.3640662085	569.3396421336	1034.1684493871	338.93805780179997	310.8140651551	583.0451248867	430.3778764388	422.22723375289996	586.9428480672	499.7934713282	278.53254231	270.694560032	186.6496188468	346.0322278426	378.9214687205	307.6229772967	315.4511766495	574.1448595194	593.4098183878	362.3127288242	423.7601929293
Sulfur relay system [PATH:ko04122]	K04487K01011K14171K04085K07237K07236K07235K11179K00566K03635K03639K03636K21028K21029K21147K03637K03831K03638K03151K03154K03148K21140	201.779248501	177.3567380977	272.7636024769	324.7681247193	583.179336439	440.6308073043	232.57930257450002	430.5085346774	335.6370118633	407.99909811879996	285.020855728	157.2059396068	1748.1930866252999	176.92443298450002	307.7571476102	291.7877781153	296.1076862077	248.5563690503	313.6369963381	222.9619121245	276.69606978909997	603.8667797973	201.4329815131	260.9922375519	218.567516365	200.6815164196	402.518044498	437.4051652465	359.2342960115	358.8481437986	218.63596694519998	193.27928657509997	208.054266111	348.0377700581	243.50419088479998	334.6294645695	466.4362114399	358.8078391346	168.2303924512	212.4586854416
Synthesis and degradation of ketone bodies [PATH:ko00072]	K01641K01640K01028K01029K00626K00019K01574	12.105806953099998	14.8326961696	8.1666566662	15.1116904128	37.9016173922	19.6883782348	10.6972751048	19.8592972624	10.970655078599998	25.9511288649	8.043001310600001	12.4572783018	165.7480365072	43.381353035800004	35.871467807	10.790718395	12.422843712499999	9.157975268400001	13.446877261700001	13.2992088589	22.4929616939	43.6654742705	13.2815005795	11.0879433283	45.757280648000005	15.3917737879	8.6911521729	22.0030414176	37.810053775700005	19.2439778433	15.4164750633	9.9214381718	10.620949528199999	12.929646705600002	29.5727733364	30.1307211089	36.2547070519	13.3940939204	11.5933794982	20.6138661138
Systemic lupus erythematosus [PATH:ko05322]	K11253K11089	0.0	0.0	0.0	0.0	0.0862444866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0722620661
Taurine and hypotaurine metabolism [PATH:ko00430]	K01580K00681K03119K03851K00259K19244K15372K15371K00260K00625K13788K15024K00925	111.548176437	139.73758965849999	119.7106839724	139.1872997254	264.095990932	181.9655048599	139.31600991329998	214.420099378	159.7878503463	142.0327451442	208.04295789510002	194.6904981459	534.3144949770999	136.6437993267	188.6339622437	110.925941736	198.40775170630002	144.4939504267	161.29274746279998	179.6931620125	151.9016612934	254.9276123336	140.0585172817	134.0533107498	260.2151193561	191.9733810522	216.49760505659998	247.13008288470002	177.0670629718	170.5148135371	149.686116174	98.5260721731	189.7084141102	213.2589509541	141.9556005896	156.36169008550002	221.2413170675	248.5525971262	163.5536012352	181.6428921958
Terpenoid backbone biosynthesis [PATH:ko00900]	K01662K00099K00991K12506K00919K01770K03526K03527K00626K01641K00054K00869K00938K01597K01823K00795K13789K13787K12503K00805K02523K00806K06013	379.1788195751	423.3779513512	437.1034144012	688.011446822	732.0778639055	574.4099814847	523.9611019952	1152.6091236679001	668.492228476	459.8853866418	658.8465835553	712.7065619911	1900.8158342521	1183.3197397687	773.8869201151	717.6577424325	535.4080919336	571.9164875124	691.4441774638	475.6472191681	1236.6004227229	844.0856981219	551.9634408062	435.08534469660003	736.2800941676	515.8086401628	606.5499087921	813.3874922601	641.2390987478	459.9468215841	740.4541100002	306.73770331730003	539.974085964	650.5144062611	672.7035704646	590.034661637	984.1040168297	675.1033664114	480.90572847330003	932.1523235834
Tetracycline biosynthesis [PATH:ko00253]	K18221	0.7553238609	2.9894656529	0.2459099928	0.6367293775	0.0	0.2196108115	1.6683811914	0.0	0.0	0.0	15.0687181829	0.5805431727	0.0	0.0	1.046022219	1.2829446749	6.3064297215	0.5316584975	0.2703367794	1.2455903027	8.5558358861	0.0	0.0	0.2313953088	0.0	60.2514328239	1.4704486995	0.0	0.0	1.5988760276	0.5964521357	13.8312871431	18.352818902	11.5047415276	0.975930662	20.6169361701	2.7794934022	0.0	4.6284955163	0.0
Th17 cell differentiation [PATH:ko04659]	K04079	10.1349209043	12.781528818	50.171940251	12.8035818912	28.2951968564	19.3412963287	3.6810115236	12.4348915513	28.9596582077	23.6669523825	17.558620627	5.1364125209	23.6379602351	1.5286909396	6.0636916162	16.2028888688	19.659437008	13.6283857642	19.5847009858	15.2579655166	8.4325296825	1.9660984665	10.6754745432	22.3477890699	25.4785553589	13.9008063353	40.6920758164	25.2145922124	1.7033519642	16.8328985811	13.1599019042	15.6774391419	33.3533867506	19.5568384853	29.9551842071	31.1483426253	15.0203781637	13.8951946941	17.5120437697	5.3145610165
Thermogenesis [PATH:ko04714]	K02991K01897K03878K03881K03882K03884K03955K00411K00412K02256K02261K02262K02257K02259K02132	39.96854038239999	83.3014302627	36.9818145521	122.0863556329	148.90605300640001	108.8994788745	12.9572200913	102.6046522275	144.2414377924	92.8531188065	123.9179174057	159.61836704819999	306.8746035149	13.0766330904	87.5456302023	115.0992066621	82.5835370968	66.9738830569	78.5885626083	127.2923678677	29.3475053601	33.08451076	75.1377589185	83.6400746531	114.5462104165	125.9601839992	140.0563940841	121.081708014	53.4670226032	89.6658362694	153.3606012834	42.7167085594	140.521690094	85.97635573779999	102.0395002786	92.9295133769	136.1721119065	115.99367493870001	117.69503671429999	79.4201901533
Thiamine metabolism [PATH:ko00730]	K03147K00941K14153K03148K04487K03151K03150K03153K01662K03149K22699K00878K00788K00946K06949K01077K14394K07251K00949K00939K03707	407.2947235814	454.2823097567	669.2540235506	639.8429986577	854.9633211066	657.0880435413	593.7862388038	934.0351151550001	762.7185935748	653.3947710036	670.9382299607	570.1583342236	1911.7855056726	1007.3090594555	664.8098131636	641.2528101539	567.6054611239	613.3135372358	725.7154557821	478.31112567229997	1053.9926746566	865.3106830828	509.7742638018	532.942531156	649.9580607595	600.6496657677	692.3538475657	776.7859458539	616.6019286195	505.769973389	701.5465559258	379.38464057920004	616.3620488367001	645.7652806634	677.6153503324	681.9520645156999	790.4467071199	666.3494011935	532.7067009317	760.1506604288
Thyroid hormone signaling pathway [PATH:ko04919]	K01114K00850	33.9177712652	64.271673419	37.1582642	41.2779017457	70.0669757772	66.2105964783	63.7601426896	25.0333503072	67.4481413555	35.4491448935	109.707005175	51.7073617428	141.7758353235	13.1623363516	47.7396623237	34.3244596018	52.2096171976	76.59872008170001	53.8359166081	59.5236096792	64.8715788748	157.1143797374	36.2076476837	56.8467096521	87.0380055901	76.831553834	104.7405542133	102.8112627127	27.6023349717	61.9883808277	12.436806964	25.5628656472	60.3043475002	100.3861109414	17.1764770232	47.0964393871	32.659969106	124.8428611335	84.971681875	55.7447364752
Thyroid hormone synthesis [PATH:ko04918]	K00432K00383	3.598873343	1.9432126145000002	2.7626178370999996	11.5674571443	29.9385711118	12.928674693600001	0.2742122528	10.0433005181	2.0270662588	1.3868707887	6.7254477447	2.9159869362000004	168.8274496094	21.598010921300002	20.771671898	4.2312024710000005	4.051416243599999	5.446121591100001	6.5962820924	4.493488467900001	7.308781912000001	35.0741234625	3.2837685361	4.7900248093	49.6721884814	3.9692485526	5.8513711915	16.2973110339	19.2879962813	11.0394884065	0.37117402959999996	1.7122141817	2.1674465761	0.6110905921	18.9842326001	0.8057355284	26.3811215236	9.8664900453	3.1835431618000003	10.8836165928
Tight junction [PATH:ko04530]	K04802	0.0	4.1617737917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Toll and Imd signaling pathway [PATH:ko04624]	K10580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031460201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Toluene degradation [PATH:ko00623]	K03380K00055K05797K03381K01856K01061	1.2988570366999999	0.3531721967	1.7256706625	4.9514266832	17.3206487892	10.4241016881	0.09491765569999999	4.280802373699999	0.3464551714	1.2022095599	4.730380092200001	6.2283714665000005	88.7731742644	0.2070110654	0.896511816	1.6162057732	1.7668718144	0.6722766974	0.1208439094	0.3880382737	1.1437588684	24.3633834983	1.7328665071999998	2.6574566851	3.140530195	1.3007699115	2.5793477937	9.048490838000001	12.987154371899999	0.0	0.1438707788	0.0	2.5744281021999997	0.7493473614	1.7517348601	0.0	13.0698089541	11.1993735601	2.4319508233000002	1.2192213155
