"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"Ambidensovirus","Group","Ambidensovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Amdoparvovirus","Group","Amdoparvovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Amigovirus","Group","Amigovirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Amoyvirus","Group","Amoyvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ampelovirus","Group","Ampelovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ampivirus","Group","Ampivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Amplylivirus","Group","Amplylivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ampunavirus","Group","Ampunavirus",1,0,0.001,0,NA,NA,NA,NA,NA,NA,NA
"Amubhivirus","Group","Amubhivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anamdongvirus","Group","Anamdongvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anativirus","Group","Anativirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anchaingvirus","Group","Anchaingvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Andhasavirus","Group","Andhasavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Andhaxevirus","Group","Andhaxevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Andhevirus","Group","Andhevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Andihavirus","Group","Andihavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Andrewvirus","Group","Andrewvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Andromedavirus","Group","Andromedavirus",2,0,0.0025,0,NA,NA,NA,NA,NA,NA,NA
"Andurilvirus","Group","Andurilvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anedhivirus","Group","Anedhivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Angainorvirus","Group","Angainorvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Angelvirus","Group","Angelvirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Anicalvirus","Group","Anicalvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anidravirus","Group","Anidravirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anjalivirus","Group","Anjalivirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Anphevirus","Group","Anphevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Antennavirus","Group","Antennavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anthonyvirus","Group","Anthonyvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Antichaacvirus","Group","Antichaacvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Anulavirus","Group","Anulavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aokuangvirus","Group","Aokuangvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aorunvirus","Group","Aorunvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aparavirus","Group","Aparavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Apdecimavirus","Group","Apdecimavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Apeevirus","Group","Apeevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aphenovirus","Group","Aphenovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aphthovirus","Group","Aphthovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Apihcavirus","Group","Apihcavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Appavirus","Group","Appavirus",0,1,0,0.002,NA,NA,NA,NA,NA,NA,NA
"Apricotvirus","Group","Apricotvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Apscaviroid","Group","Apscaviroid",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aptresvirus","Group","Aptresvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Apukhovirus","Group","Apukhovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aquabirnavirus","Group","Aquabirnavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aqualaruvirus","Group","Aqualaruvirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Aqualcavirus","Group","Aqualcavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aquamavirus","Group","Aquamavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aquaparamyxovirus","Group","Aquaparamyxovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aquareovirus","Group","Aquareovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arawsmovirus","Group","Arawsmovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Archimedesvirus","Group","Archimedesvirus",0,2,0,0.001,NA,NA,NA,NA,NA,NA,NA
"Arctuvirus","Group","Arctuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arenavirus","Group","Arenavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arepavirus","Group","Arepavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arequatrovirus","Group","Arequatrovirus",1,1,5e-04,5e-04,NA,NA,NA,NA,NA,NA,NA
"Aresaunavirus","Group","Aresaunavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arihsbuvirus","Group","Arihsbuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arlivirus","Group","Arlivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Armstrongvirus","Group","Armstrongvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arnorvirus","Group","Arnorvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arpirivirus","Group","Arpirivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arsenicumvirus","Group","Arsenicumvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arsyunavirus","Group","Arsyunavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Artiparvovirus","Group","Artiparvovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Arurhavirus","Group","Arurhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ashcevirus","Group","Ashcevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ashduovirus","Group","Ashduovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ashivirus","Group","Ashivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ashucavirus","Group","Ashucavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Astrithrvirus","Group","Astrithrvirus",0,1,0,0.0085,NA,NA,NA,NA,NA,NA,NA
"Atlauavirus","Group","Atlauavirus",2,0,0.001,0,NA,NA,NA,NA,NA,NA,NA
"Atraxavirus","Group","Atraxavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Atuphduovirus","Group","Atuphduovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aumaivirus","Group","Aumaivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aureusvirus","Group","Aureusvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Auricularimonavirus","Group","Auricularimonavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aurunvirus","Group","Aurunvirus",2,0,0.003,0,NA,NA,NA,NA,NA,NA,NA
"Avanivirus","Group","Avanivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avastrovirus","Group","Avastrovirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Avenavirus","Group","Avenavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Aveparvovirus","Group","Aveparvovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avesvirus","Group","Avesvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avibirnavirus","Group","Avibirnavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avihepadnavirus","Group","Avihepadnavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avihepatovirus","Group","Avihepatovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avihepevirus","Group","Avihepevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avisivirus","Group","Avisivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avocadovirus","Group","Avocadovirus",1,1,5e-04,5e-04,NA,NA,NA,NA,NA,NA,NA
"Avsunviroid","Group","Avsunviroid",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Avunavirus","Group","Avunavirus",0,1,0,0.0045,NA,NA,NA,NA,NA,NA,NA
"Axeltriavirus","Group","Axeltriavirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Axomammavirus","Group","Axomammavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ayakvirus","Group","Ayakvirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Ayaqvirus","Group","Ayaqvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Azorudivirus","Group","Azorudivirus",0,1,0,0.0015,NA,NA,NA,NA,NA,NA,NA
"Babosmacovirus","Group","Babosmacovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Babusatellite","Group","Babusatellite",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Babuvirus","Group","Babuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bacelvirus","Group","Bacelvirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Bacillarnavirus","Group","Bacillarnavirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Badaguanvirus","Group","Badaguanvirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Badaztecvirus","Group","Badaztecvirus",0,1,0,0.003,NA,NA,NA,NA,NA,NA,NA
"Bafinivirus","Group","Bafinivirus",1,0,0.0045,0,NA,NA,NA,NA,NA,NA,NA
"Bahdevuvirus","Group","Bahdevuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bahscuvirus","Group","Bahscuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Baikalvirus","Group","Baikalvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Baileybluvirus","Group","Baileybluvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bakolyvirus","Group","Bakolyvirus",1,1,5e-04,5e-04,NA,NA,NA,NA,NA,NA,NA
"Baltimorevirus","Group","Baltimorevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Baltivirus","Group","Baltivirus",0,1,0,0.001,NA,NA,NA,NA,NA,NA,NA
"Banchanvirus","Group","Banchanvirus",1,0,0.0085,0,NA,NA,NA,NA,NA,NA,NA
"Bandavirus","Group","Bandavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Banmivirus","Group","Banmivirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Barbavirus","Group","Barbavirus",1,1,5e-04,0.001,NA,NA,NA,NA,NA,NA,NA
"Barhavirus","Group","Barhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Barnavirus","Group","Barnavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Barnyardvirus","Group","Barnyardvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Basiliskvirus","Group","Basiliskvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bathrivirus","Group","Bathrivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Batravirus","Group","Batravirus",0,1,0,0.005,NA,NA,NA,NA,NA,NA,NA
"Bavovirus","Group","Bavovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Baylorvirus","Group","Baylorvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bcepfunavirus","Group","Bcepfunavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bcepmuvirus","Group","Bcepmuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bdellomicrovirus","Group","Bdellomicrovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Beceayunavirus","Group","Beceayunavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Becedseptimavirus","Group","Becedseptimavirus",1,0,0.002,0,NA,NA,NA,NA,NA,NA,NA
"Becurtovirus","Group","Becurtovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Beejeyvirus","Group","Beejeyvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Beenievirus","Group","Beenievirus",1,0,0.001,0,NA,NA,NA,NA,NA,NA,NA
"Beetrevirus","Group","Beetrevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Behevivirus","Group","Behevivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Behlfluvirus","Group","Behlfluvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Behunavirus","Group","Behunavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Beidivirus","Group","Beidivirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Belbovirus","Group","Belbovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bellamyvirus","Group","Bellamyvirus",0,1,0,0.0015,NA,NA,NA,NA,NA,NA,NA
"Bembunaquatrovirus","Group","Bembunaquatrovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bendigovirus","Group","Bendigovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Benyvirus","Group","Benyvirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Beograduvirus","Group","Beograduvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Berdovirus","Group","Berdovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Berhavirus","Group","Berhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Berlinvirus","Group","Berlinvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bernalvirus","Group","Bernalvirus",1,0,0.002,0,NA,NA,NA,NA,NA,NA,NA
"Bertavirus","Group","Bertavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Beshanovirus","Group","Beshanovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betaarterivirus","Group","Betaarterivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betabotoulivirus","Group","Betabotoulivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betacarmovirus","Group","Betacarmovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betachrysovirus","Group","Betachrysovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betacoronavirus","Group","Betacoronavirus",1,1,5e-04,5e-04,NA,NA,NA,NA,NA,NA,NA
"Betadintovirus","Group","Betadintovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betaendornavirus","Group","Betaendornavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betafusarivirus","Group","Betafusarivirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Betaguttavirus","Group","Betaguttavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betahymrhavirus","Group","Betahymrhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betahypovirus","Group","Betahypovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betainfluenzavirus","Group","Betainfluenzavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betalipothrixvirus","Group","Betalipothrixvirus",1,0,0.0065,0,NA,NA,NA,NA,NA,NA,NA
"Betanecrovirus","Group","Betanecrovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betanemrhavirus","Group","Betanemrhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betanodavirus","Group","Betanodavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betanucleorhabdovirus","Group","Betanucleorhabdovirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Betapapillomavirus","Group","Betapapillomavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betapaprhavirus","Group","Betapaprhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betapartitivirus","Group","Betapartitivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betapleolipovirus","Group","Betapleolipovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betapolyomavirus","Group","Betapolyomavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betaretrovirus","Group","Betaretrovirus",0,2,0,0.0025,NA,NA,NA,NA,NA,NA,NA
"Betarhizoulivirus","Group","Betarhizoulivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betasatellite","Group","Betasatellite",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Betascleroulivirus","Group","Betascleroulivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betatectivirus","Group","Betatectivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betatetravirus","Group","Betatetravirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betatorquevirus","Group","Betatorquevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Betatristromavirus","Group","Betatristromavirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Betayadokarivirus","Group","Betayadokarivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bevemovirus","Group","Bevemovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bhargavaea","Group","Bhargavaea",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Bicaudavirus","Group","Bicaudavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bicehmovirus","Group","Bicehmovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bidensovirus","Group","Bidensovirus",1,1,0.0015,0.001,NA,NA,NA,NA,NA,NA,NA
"Bidhavirus","Group","Bidhavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bielevirus","Group","Bielevirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Bievrevirus","Group","Bievrevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bifilivirus","Group","Bifilivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bifseptvirus","Group","Bifseptvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bigmanorsvirus","Group","Bigmanorsvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bignuzvirus","Group","Bignuzvirus",1,0,0.001,0,NA,NA,NA,NA,NA,NA,NA
"Bihdovirus","Group","Bihdovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bilifuvirus","Group","Bilifuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bippervirus","Group","Bippervirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bisdanovirus","Group","Bisdanovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Biseptimavirus","Group","Biseptimavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bixiavirus","Group","Bixiavirus",1,1,0.003,0.002,NA,NA,NA,NA,NA,NA,NA
"Bjornvirus","Group","Bjornvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Blafavirus","Group","Blafavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Blattambidensovirus","Group","Blattambidensovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Blinduvirus","Group","Blinduvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Blosnavirus","Group","Blosnavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Blunervirus","Group","Blunervirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bluvavirus","Group","Bluvavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bocovirus","Group","Bocovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bohnovirus","Group","Bohnovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bohwovirus","Group","Bohwovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bolenivirus","Group","Bolenivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Boloprevirus","Group","Boloprevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bonaevitaevirus","Group","Bonaevitaevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bonghivirus","Group","Bonghivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bongovirus","Group","Bongovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bonnellvirus","Group","Bonnellvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bonzesmacovirus","Group","Bonzesmacovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bopivirus","Group","Bopivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Borockvirus","Group","Borockvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Boschuvirus","Group","Boschuvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Boscovirus","Group","Boscovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bossavirus","Group","Bossavirus",1,0,0.005,0,NA,NA,NA,NA,NA,NA,NA
"Bostasmacovirus","Group","Bostasmacovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bostovirus","Group","Bostovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Botoulivirus","Group","Botoulivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Botrexvirus","Group","Botrexvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Botrytimonavirus","Group","Botrytimonavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bovismacovirus","Group","Bovismacovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bovispumavirus","Group","Bovispumavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bowservirus","Group","Bowservirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bracchivirus","Group","Bracchivirus",1,1,0.001,0.002,NA,NA,NA,NA,NA,NA,NA
"Brambyvirus","Group","Brambyvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Branisovskavirus","Group","Branisovskavirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Breudwovirus","Group","Breudwovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Brevidensovirus","Group","Brevidensovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Brevihamaparvovirus","Group","Brevihamaparvovirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Brikhyavirus","Group","Brikhyavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bristolvirus","Group","Bristolvirus",1,0,0.003,0,NA,NA,NA,NA,NA,NA,NA
"Britbratvirus","Group","Britbratvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Broinstvirus","Group","Broinstvirus",0,1,0,0.0015,NA,NA,NA,NA,NA,NA,NA
"Bromdenvirus","Group","Bromdenvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bromovirus","Group","Bromovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bronvirus","Group","Bronvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Brucesealvirus","Group","Brucesealvirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Brudgevirus","Group","Brudgevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Brujitavirus","Group","Brujitavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Brunovirus","Group","Brunovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bruynoghevirus","Group","Bruynoghevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Buchananvirus","Group","Buchananvirus",1,1,0.872,0.0025,NA,NA,NA,NA,NA,NA,NA
"Bucovirus","Group","Bucovirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Buhdavirus","Group","Buhdavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Bundooravirus","Group","Bundooravirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Burrovirus","Group","Burrovirus",2,0,0.001,0,NA,NA,NA,NA,NA,NA,NA
"Busanvirus","Group","Busanvirus",1,0,0.0015,0,NA,NA,NA,NA,NA,NA,NA
"Bymovirus","Group","Bymovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Caecilivirus","Group","Caecilivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Caedibacter","Group","Caedibacter",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cahdavirus","Group","Cahdavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cahrlavirus","Group","Cahrlavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cahrpivirus","Group","Cahrpivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cahtavirus","Group","Cahtavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cahtebovirus","Group","Cahtebovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Caligrhavirus","Group","Caligrhavirus",0,1,0,0.002,NA,NA,NA,NA,NA,NA,NA
"Callevirus","Group","Callevirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Caloevirus","Group","Caloevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Caminolopintovirus","Group","Caminolopintovirus",1,0,0.446,0,NA,NA,NA,NA,NA,NA,NA
"Campanilevirus","Group","Campanilevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Camtrevirus","Group","Camtrevirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Candidatus Clavichlamydia","Group","Candidatus Clavichlamydia",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Canoevirus","Group","Canoevirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Capillovirus","Group","Capillovirus",0,1,0,5e-04,NA,NA,NA,NA,NA,NA,NA
"Capistrivirus","Group","Capistrivirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Capnelvirus","Group","Capnelvirus",1,0,5e-04,0,NA,NA,NA,NA,NA,NA,NA
"Captovirus","Group","Captovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Capulavirus","Group","Capulavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Capvunavirus","Group","Capvunavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Carbovirus","Group","Carbovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cardiovirus","Group","Cardiovirus",0,1,0,0.001,NA,NA,NA,NA,NA,NA,NA
"Cardoreovirus","Group","Cardoreovirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Carettavirus","Group","Carettavirus",0,0,0,0,NA,NA,NA,NA,NA,NA,NA
